"cam_ID";"process_ID";"cow_ID";"cx";"cy";"w";"h";"angle";"score";"datetime";"frame_ID";"filename"
"1";"1";"126";"2222.531494140625";"914.716552734375";"674.5067";"314.96442";"5.287905605631419";"0.76325864";"2022-04-19 15:31:32";"1";"2022-04-19T15-31-32_CID-1_PID-001.avi"
"1";"1";"27";"2218.20361328125";"903.8280029296875";"649.9862";"305.35205";"5.265439422922679";"0.552472";"2022-04-19 15:31:33";"602";"2022-04-19T15-31-32_CID-1_PID-001.avi"
